userid,transaction,region,transaction_date,product_category,sell_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price
U02363,TXN102363,North,2026-03-09,Fashion,2863.0,Completed,Delhi,25,Premium,2026-03-09 01:21:00,user2363@example.com,user2363,2863.0,S054,1,30,P8645,High,4090
U02364,TXN102364,North,2026-04-15,Books,6946.2,Failed,Bengaluru,49,Basic,2026-04-15 07:52:00,user2364@example.com,user2364,1157.7,S080,6,15,P3355,Low,1362
U02365,TXN102365,East,2026-04-03,Home,33218.0,Refunded,Delhi,39,Free,2026-04-03 14:10:00,user2365@example.com,user2365,4152.25,S017,8,15,P8970,Low,4885
U02366,TXN102366,South,2025-10-13,Grocery,2653.0,Pending,Chennai,24,Premium,2025-10-13 16:13:00,user2366@example.com,user2366,265.3,S095,10,30,P5862,Urgent,379
U02367,TXN102367,West,2025-05-28,Electronics,2928.8,Pending,Pune,38,Free,2025-05-28 08:14:00,user2367@example.com,user2367,366.1,S017,8,30,P4386,Low,523
U02368,TXN102368,North,2025-09-22,Electronics,5545.4,Failed,Pune,19,Free,2025-09-22 01:47:00,user2368@example.com,user2368,2772.7,S028,2,30,P1157,High,3961
U02369,TXN102369,West,2025-02-19,Home,1643.5,Failed,Mumbai,60,Basic,2025-02-19 01:05:00,user2369@example.com,user2369,328.7,S050,5,5,P8178,High,346
U02370,TXN102370,South,2025-09-29,Sports,44766.0,Completed,Chennai,49,Basic,2025-09-29 16:51:00,user2370@example.com,user2370,4476.6,S040,10,10,P6388,Urgent,4974
U02371,TXN102371,North,2025-02-22,Electronics,1907.6,Refunded,Kolkata,55,Basic,2025-02-22 02:37:00,user2371@example.com,user2371,953.8,S080,2,5,P2333,High,1004
U02372,TXN102372,North,2025-03-15,Fashion,769.25,Pending,Jaipur,51,Free,2025-03-15 20:41:00,user2372@example.com,user2372,153.85,S031,5,15,P9101,Medium,181
U02373,TXN102373,North,2026-03-27,Grocery,5130.0,Pending,Jaipur,37,Basic,2026-03-27 22:09:00,user2373@example.com,user2373,1282.5,S026,4,5,P7471,Low,1350
U02374,TXN102374,East,2025-09-28,Sports,39304.0,Pending,Hyderabad,28,Premium,2025-09-28 05:29:00,user2374@example.com,user2374,3930.4,S080,10,20,P7298,High,4913
U02375,TXN102375,East,2025-05-06,Electronics,12985.0,Refunded,Jaipur,52,Free,2025-05-06 05:39:00,user2375@example.com,user2375,2597.0,S063,5,0,P9438,Low,2597
U02376,TXN102376,East,2026-04-22,Grocery,21774.0,Refunded,Delhi,19,Premium,2026-04-22 17:40:00,user2376@example.com,user2376,2721.75,S038,8,25,P2982,Low,3629
U02377,TXN102377,South,2025-09-06,Sports,404.6,Pending,Jaipur,40,Free,2025-09-06 03:41:00,user2377@example.com,user2377,404.6,S100,1,30,P1649,Low,578
U02378,TXN102378,East,2026-01-31,Fashion,9809.1,Pending,Pune,55,Premium,2026-01-31 11:01:00,user2378@example.com,user2378,1401.3,S022,7,10,P4143,Medium,1557
U02379,TXN102379,North,2025-05-19,Grocery,9783.0,Refunded,Pune,34,Premium,2025-05-19 07:47:00,user2379@example.com,user2379,1956.6,S029,5,10,P2843,Low,2174
U02380,TXN102380,South,2025-06-14,Home,8025.5,Refunded,Hyderabad,41,Free,2025-06-14 13:27:00,user2380@example.com,user2380,1605.1,S082,5,30,P2405,Medium,2293
U02381,TXN102381,North,2025-09-23,Books,22320.0,Refunded,Hyderabad,28,Premium,2025-09-23 18:16:00,user2381@example.com,user2381,4464.0,S099,5,10,P1465,Urgent,4960
U02382,TXN102382,North,2025-03-30,Home,1786.95,Pending,Bengaluru,45,Premium,2025-03-30 14:10:00,user2382@example.com,user2382,198.55,S098,9,5,P7099,Medium,209
U02383,TXN102383,West,2025-02-09,Sports,1849.4,Pending,Mumbai,37,Free,2025-02-09 09:00:00,user2383@example.com,user2383,924.7,S055,2,30,P6916,High,1321
U02384,TXN102384,South,2025-10-18,Grocery,909.0,Failed,Kolkata,43,Basic,2025-10-18 17:34:00,user2384@example.com,user2384,909.0,S039,1,10,P1978,Low,1010
U02385,TXN102385,North,2025-01-03,Sports,3360.0,Pending,Pune,64,Free,2025-01-03 20:23:00,user2385@example.com,user2385,672.0,S051,5,30,P7553,Low,960
U02386,TXN102386,West,2026-02-07,Home,2128.0,Refunded,Bengaluru,60,Free,2026-02-07 18:35:00,user2386@example.com,user2386,532.0,S045,4,30,P3738,High,760
U02387,TXN102387,East,2025-07-05,Sports,2002.5,Pending,Kolkata,70,Free,2025-07-05 07:48:00,user2387@example.com,user2387,667.5,S029,3,25,P9794,Urgent,890
U02388,TXN102388,East,2025-07-10,Fashion,1048.8,Failed,Pune,22,Basic,2025-07-10 01:30:00,user2388@example.com,user2388,1048.8,S074,1,20,P4632,Urgent,1311
U02389,TXN102389,East,2025-06-11,Sports,10057.6,Pending,Kolkata,48,Free,2025-06-11 22:06:00,user2389@example.com,user2389,2514.4,S063,4,20,P5393,Low,3143
U02390,TXN102390,South,2025-10-16,Sports,3644.8,Refunded,Kolkata,63,Free,2025-10-16 15:51:00,user2390@example.com,user2390,911.2,S039,4,20,P3934,Medium,1139
U02391,TXN102391,East,2025-10-21,Fashion,16072.0,Refunded,Chennai,36,Premium,2025-10-21 10:42:00,user2391@example.com,user2391,3214.4,S056,5,20,P7795,High,4018
U02392,TXN102392,East,2026-01-02,Grocery,12940.8,Completed,Pune,64,Basic,2026-01-02 09:12:00,user2392@example.com,user2392,3235.2,S082,4,20,P1921,Urgent,4044
U02393,TXN102393,West,2026-02-21,Home,13452.0,Refunded,Mumbai,53,Free,2026-02-21 09:03:00,user2393@example.com,user2393,2242.0,S100,6,5,P9710,Low,2360
U02394,TXN102394,East,2025-10-24,Grocery,3978.0,Refunded,Hyderabad,29,Premium,2025-10-24 22:12:00,user2394@example.com,user2394,3978.0,S056,1,15,P7291,Medium,4680
U02395,TXN102395,North,2026-03-24,Books,4183.2,Pending,Bengaluru,61,Free,2026-03-24 22:48:00,user2395@example.com,user2395,697.2,S039,6,30,P4316,High,996
U02396,TXN102396,East,2026-01-18,Fashion,39364.2,Pending,Mumbai,30,Premium,2026-01-18 03:29:00,user2396@example.com,user2396,4373.8,S034,9,5,P3429,Urgent,4604
U02397,TXN102397,West,2025-06-19,Grocery,25012.5,Failed,Bengaluru,39,Free,2025-06-19 14:33:00,user2397@example.com,user2397,2501.25,S052,10,25,P7209,Urgent,3335
U02398,TXN102398,North,2026-01-16,Electronics,12961.2,Refunded,Chennai,53,Premium,2026-01-16 21:21:00,user2398@example.com,user2398,3240.3,S033,4,30,P8664,Medium,4629
U02399,TXN102399,South,2025-05-02,Home,19611.2,Completed,Pune,27,Premium,2025-05-02 04:52:00,user2399@example.com,user2399,2801.6,S043,7,15,P7661,Urgent,3296
U02400,TXN102400,West,2025-04-05,Home,8709.0,Pending,Mumbai,18,Free,2025-04-05 13:39:00,user2400@example.com,user2400,2177.25,S005,4,25,P6839,High,2903
U02401,TXN102401,South,2025-05-20,Sports,34342.0,Completed,Pune,52,Free,2025-05-20 11:26:00,user2401@example.com,user2401,3434.2,S096,10,30,P2538,Urgent,4906
U02402,TXN102402,South,2026-02-02,Books,1600.2,Pending,Delhi,65,Premium,2026-02-02 04:12:00,user2402@example.com,user2402,533.4,S100,3,30,P2939,Medium,762
U02403,TXN102403,South,2025-01-04,Electronics,36498.6,Pending,Kolkata,36,Basic,2025-01-04 05:26:00,user2403@example.com,user2403,4055.4,S023,9,10,P9973,Low,4506
U02404,TXN102404,North,2026-01-14,Home,13958.35,Failed,Chennai,34,Premium,2026-01-14 15:06:00,user2404@example.com,user2404,1994.05,S073,7,5,P3423,High,2099
U02405,TXN102405,North,2025-07-26,Grocery,5696.2,Completed,Chennai,36,Premium,2025-07-26 17:24:00,user2405@example.com,user2405,2848.1,S081,2,5,P7859,Urgent,2998
U02406,TXN102406,North,2025-07-11,Home,10557.0,Pending,Bengaluru,62,Free,2025-07-11 00:53:00,user2406@example.com,user2406,2639.25,S025,4,25,P1585,Low,3519
U02407,TXN102407,East,2025-09-20,Grocery,9665.6,Failed,Chennai,35,Free,2025-09-20 22:06:00,user2407@example.com,user2407,1380.8,S052,7,20,P4347,High,1726
U02408,TXN102408,South,2025-11-16,Home,20306.5,Failed,Pune,48,Basic,2025-11-16 08:42:00,user2408@example.com,user2408,4061.3,S009,5,15,P7434,High,4778
U02409,TXN102409,East,2025-09-29,Home,2577.75,Pending,Jaipur,34,Free,2025-09-29 20:47:00,user2409@example.com,user2409,2577.75,S004,1,25,P7928,Urgent,3437
U02410,TXN102410,East,2026-02-21,Electronics,14769.6,Completed,Kolkata,21,Premium,2026-02-21 17:06:00,user2410@example.com,user2410,3692.4,S012,4,15,P9949,Medium,4344
U02411,TXN102411,South,2025-06-11,Grocery,3849.6,Refunded,Hyderabad,63,Free,2025-06-11 09:27:00,user2411@example.com,user2411,641.6,S058,6,20,P8382,Low,802
U02412,TXN102412,North,2026-04-27,Books,13417.25,Refunded,Chennai,59,Basic,2026-04-27 07:58:00,user2412@example.com,user2412,2683.45,S054,5,15,P3110,Medium,3157
U02413,TXN102413,East,2026-03-09,Electronics,18270.0,Pending,Kolkata,46,Free,2026-03-09 22:51:00,user2413@example.com,user2413,3654.0,S001,5,0,P5874,Low,3654
U02414,TXN102414,South,2025-05-29,Fashion,25298.0,Pending,Pune,58,Premium,2025-05-29 05:09:00,user2414@example.com,user2414,3614.0,S056,7,0,P6628,Medium,3614
U02415,TXN102415,North,2025-02-25,Grocery,4384.0,Completed,Jaipur,52,Free,2025-02-25 05:19:00,user2415@example.com,user2415,548.0,S091,8,0,P9234,High,548
U02416,TXN102416,West,2025-08-04,Electronics,1559.9,Refunded,Kolkata,31,Premium,2025-08-04 12:07:00,user2416@example.com,user2416,1559.9,S095,1,5,P3315,Urgent,1642
U02417,TXN102417,East,2026-01-05,Sports,23149.8,Refunded,Pune,56,Basic,2026-01-05 09:40:00,user2417@example.com,user2417,3858.3,S082,6,10,P5770,Urgent,4287
U02418,TXN102418,South,2025-09-23,Home,18484.0,Completed,Kolkata,65,Basic,2025-09-23 21:20:00,user2418@example.com,user2418,4621.0,S071,4,0,P9437,Low,4621
U02419,TXN102419,South,2025-05-13,Books,693.5,Completed,Delhi,37,Free,2025-05-13 10:54:00,user2419@example.com,user2419,138.7,S050,5,5,P8920,Low,146
U02420,TXN102420,South,2026-04-21,Sports,5899.0,Refunded,Jaipur,63,Free,2026-04-21 11:00:00,user2420@example.com,user2420,1474.75,S030,4,15,P4637,Low,1735
U02421,TXN102421,West,2025-03-27,Books,8977.5,Refunded,Kolkata,21,Basic,2025-03-27 16:37:00,user2421@example.com,user2421,997.5,S072,9,30,P7830,High,1425
U02422,TXN102422,West,2025-02-11,Grocery,19683.0,Refunded,Pune,37,Free,2025-02-11 23:31:00,user2422@example.com,user2422,2187.0,S042,9,25,P9047,High,2916
U02423,TXN102423,North,2025-04-28,Grocery,14062.4,Pending,Pune,42,Basic,2025-04-28 03:23:00,user2423@example.com,user2423,1757.8,S099,8,15,P7359,Medium,2068
U02424,TXN102424,South,2025-09-24,Home,9270.0,Completed,Kolkata,50,Premium,2025-09-24 16:22:00,user2424@example.com,user2424,3090.0,S090,3,0,P1747,Urgent,3090
U02425,TXN102425,South,2025-07-26,Electronics,15624.0,Completed,Pune,29,Free,2025-07-26 07:33:00,user2425@example.com,user2425,2232.0,S013,7,25,P1261,Medium,2976
U02426,TXN102426,West,2025-11-11,Grocery,3544.8,Pending,Mumbai,36,Free,2025-11-11 18:08:00,user2426@example.com,user2426,1181.6,S031,3,20,P2529,High,1477
U02427,TXN102427,East,2025-10-28,Books,30977.1,Failed,Bengaluru,25,Premium,2025-10-28 22:39:00,user2427@example.com,user2427,4425.3,S069,7,10,P4917,Urgent,4917
U02428,TXN102428,South,2025-02-07,Electronics,1236.0,Failed,Delhi,48,Premium,2025-02-07 19:31:00,user2428@example.com,user2428,309.0,S072,4,0,P1834,Low,309
U02429,TXN102429,South,2025-08-10,Fashion,4076.8,Refunded,Bengaluru,68,Free,2025-08-10 16:29:00,user2429@example.com,user2429,1019.2,S056,4,20,P7234,Low,1274
U02430,TXN102430,South,2025-10-09,Home,3185.0,Pending,Pune,20,Premium,2025-10-09 22:47:00,user2430@example.com,user2430,318.5,S011,10,30,P8844,Medium,455
U02431,TXN102431,West,2025-10-11,Electronics,9569.7,Completed,Chennai,23,Basic,2025-10-11 16:52:00,user2431@example.com,user2431,1367.1,S057,7,10,P2270,High,1519
U02432,TXN102432,East,2025-11-24,Sports,23693.6,Refunded,Delhi,19,Premium,2025-11-24 02:30:00,user2432@example.com,user2432,2961.7,S087,8,30,P1748,Low,4231
U02433,TXN102433,North,2025-03-01,Grocery,6405.6,Failed,Jaipur,39,Premium,2025-03-01 05:22:00,user2433@example.com,user2433,800.7,S050,8,15,P2638,Medium,942
U02434,TXN102434,West,2025-07-26,Sports,29640.0,Refunded,Kolkata,43,Basic,2025-07-26 21:58:00,user2434@example.com,user2434,4940.0,S015,6,0,P5571,Low,4940
U02435,TXN102435,South,2025-02-19,Electronics,7824.6,Failed,Mumbai,38,Premium,2025-02-19 15:43:00,user2435@example.com,user2435,2608.2,S072,3,10,P1856,Medium,2898
U02436,TXN102436,South,2026-04-02,Electronics,29721.6,Completed,Hyderabad,57,Free,2026-04-02 23:10:00,user2436@example.com,user2436,3715.2,S097,8,10,P4469,Urgent,4128
U02437,TXN102437,West,2026-04-27,Electronics,4447.2,Completed,Mumbai,50,Premium,2026-04-27 21:19:00,user2437@example.com,user2437,555.9,S042,8,15,P5395,Low,654
U02438,TXN102438,West,2025-03-28,Grocery,2126.25,Pending,Delhi,24,Basic,2025-03-28 01:40:00,user2438@example.com,user2438,303.75,S080,7,25,P9093,Urgent,405
U02439,TXN102439,North,2025-02-13,Electronics,4953.9,Completed,Jaipur,25,Premium,2025-02-13 18:13:00,user2439@example.com,user2439,1651.3,S005,3,30,P4407,Urgent,2359
U02440,TXN102440,West,2025-11-01,Fashion,2587.8,Refunded,Delhi,21,Free,2025-11-01 08:33:00,user2440@example.com,user2440,646.95,S088,4,5,P2481,Low,681
U02441,TXN102441,North,2025-08-18,Home,24357.6,Failed,Bengaluru,52,Premium,2025-08-18 04:20:00,user2441@example.com,user2441,2706.4,S017,9,20,P5158,Urgent,3383
U02442,TXN102442,East,2025-01-13,Sports,17952.0,Pending,Bengaluru,22,Free,2025-01-13 07:26:00,user2442@example.com,user2442,2244.0,S100,8,0,P6965,Medium,2244
U02443,TXN102443,East,2025-05-08,Grocery,5384.4,Refunded,Mumbai,51,Premium,2025-05-08 13:43:00,user2443@example.com,user2443,1346.1,S008,4,30,P5363,Urgent,1923
U02444,TXN102444,South,2025-10-07,Sports,2538.0,Failed,Chennai,43,Premium,2025-10-07 06:02:00,user2444@example.com,user2444,282.0,S012,9,0,P3960,Urgent,282
U02445,TXN102445,South,2025-02-24,Home,8324.0,Pending,Hyderabad,23,Premium,2025-02-24 04:12:00,user2445@example.com,user2445,2081.0,S043,4,0,P3966,Urgent,2081
U02446,TXN102446,North,2025-12-24,Fashion,7749.0,Failed,Chennai,67,Basic,2025-12-24 11:35:00,user2446@example.com,user2446,1937.25,S047,4,25,P4576,High,2583
U02447,TXN102447,West,2025-03-30,Fashion,16556.4,Refunded,Kolkata,61,Basic,2025-03-30 18:15:00,user2447@example.com,user2447,2759.4,S041,6,30,P2984,Medium,3942
U02448,TXN102448,West,2025-08-03,Grocery,14966.0,Refunded,Bengaluru,62,Basic,2025-08-03 05:45:00,user2448@example.com,user2448,2138.0,S037,7,0,P9435,Low,2138
U02449,TXN102449,West,2025-06-20,Grocery,6823.8,Pending,Jaipur,61,Premium,2025-06-20 12:15:00,user2449@example.com,user2449,3411.9,S093,2,10,P7912,Medium,3791
U02450,TXN102450,East,2026-03-24,Books,224.0,Refunded,Bengaluru,59,Basic,2026-03-24 03:36:00,user2450@example.com,user2450,224.0,S045,1,30,P7708,Medium,320
U02451,TXN102451,South,2026-01-07,Electronics,11628.0,Refunded,Bengaluru,67,Basic,2026-01-07 00:55:00,user2451@example.com,user2451,2907.0,S030,4,25,P4859,Low,3876
U02452,TXN102452,West,2026-01-12,Electronics,16604.0,Completed,Delhi,63,Free,2026-01-12 20:47:00,user2452@example.com,user2452,3320.8,S039,5,20,P9323,High,4151
U02453,TXN102453,East,2025-01-31,Books,30158.1,Completed,Pune,58,Free,2025-01-31 07:40:00,user2453@example.com,user2453,3350.9,S082,9,30,P2955,Medium,4787
U02454,TXN102454,South,2025-01-20,Electronics,4833.0,Pending,Chennai,23,Free,2025-01-20 14:05:00,user2454@example.com,user2454,1611.0,S096,3,25,P4322,High,2148
U02455,TXN102455,South,2025-04-02,Sports,7986.6,Completed,Jaipur,58,Premium,2025-04-02 09:20:00,user2455@example.com,user2455,2662.2,S096,3,10,P2566,Medium,2958
U02456,TXN102456,West,2026-04-14,Grocery,6370.0,Completed,Jaipur,43,Free,2026-04-14 16:25:00,user2456@example.com,user2456,3185.0,S071,2,30,P7800,Low,4550
U02457,TXN102457,West,2025-11-22,Home,20330.1,Refunded,Kolkata,35,Premium,2025-11-22 07:44:00,user2457@example.com,user2457,2904.3,S069,7,30,P1206,High,4149
U02458,TXN102458,South,2025-08-02,Sports,5518.2,Failed,Delhi,58,Free,2025-08-02 07:02:00,user2458@example.com,user2458,1379.55,S086,4,15,P1408,Medium,1623
U02459,TXN102459,North,2025-05-04,Fashion,18985.75,Failed,Delhi,66,Premium,2025-05-04 18:59:00,user2459@example.com,user2459,2712.25,S021,7,5,P3473,Low,2855
U02460,TXN102460,West,2026-02-14,Fashion,21520.8,Completed,Hyderabad,48,Premium,2026-02-14 04:21:00,user2460@example.com,user2460,2391.2,S007,9,30,P2754,Medium,3416
U02461,TXN102461,East,2025-09-02,Grocery,31448.0,Refunded,Pune,39,Free,2025-09-02 00:48:00,user2461@example.com,user2461,3931.0,S076,8,0,P5852,Medium,3931
U02462,TXN102462,North,2025-04-27,Home,5203.2,Failed,Hyderabad,44,Free,2025-04-27 22:04:00,user2462@example.com,user2462,867.2,S031,6,20,P9713,High,1084
U02463,TXN102463,East,2025-11-09,Sports,15534.6,Failed,Mumbai,56,Free,2025-11-09 00:50:00,user2463@example.com,user2463,3883.65,S010,4,15,P7801,Low,4569
U02464,TXN102464,North,2025-03-09,Books,3223.35,Failed,Chennai,67,Free,2025-03-09 10:13:00,user2464@example.com,user2464,1074.45,S096,3,5,P3240,High,1131
U02465,TXN102465,South,2026-01-12,Home,834.3,Refunded,Bengaluru,36,Premium,2026-01-12 11:34:00,user2465@example.com,user2465,92.7,S080,9,10,P8748,High,103
U02466,TXN102466,South,2025-08-27,Sports,6849.3,Failed,Pune,42,Free,2025-08-27 06:00:00,user2466@example.com,user2466,3424.65,S017,2,15,P8740,Medium,4029
U02467,TXN102467,South,2025-08-28,Sports,24770.7,Pending,Jaipur,29,Basic,2025-08-28 12:27:00,user2467@example.com,user2467,4128.45,S074,6,15,P8849,Medium,4857
U02468,TXN102468,West,2025-09-21,Electronics,7267.5,Completed,Hyderabad,47,Premium,2025-09-21 01:37:00,user2468@example.com,user2468,2422.5,S050,3,15,P1647,Medium,2850
U02469,TXN102469,East,2025-07-17,Fashion,29367.0,Failed,Chennai,22,Basic,2025-07-17 11:54:00,user2469@example.com,user2469,2936.7,S051,10,10,P6990,Urgent,3263
U02470,TXN102470,North,2025-06-11,Sports,7191.0,Refunded,Delhi,27,Basic,2025-06-11 01:41:00,user2470@example.com,user2470,1198.5,S038,6,15,P4262,Medium,1410
U02471,TXN102471,South,2025-08-11,Books,32424.0,Refunded,Jaipur,32,Free,2025-08-11 09:25:00,user2471@example.com,user2471,3242.4,S056,10,20,P8273,Urgent,4053
U02472,TXN102472,South,2025-02-08,Home,18708.2,Refunded,Hyderabad,51,Premium,2025-02-08 17:33:00,user2472@example.com,user2472,2672.6,S093,7,30,P1522,Medium,3818
U02473,TXN102473,North,2025-01-19,Electronics,8113.5,Failed,Delhi,46,Premium,2025-01-19 23:50:00,user2473@example.com,user2473,2704.5,S002,3,25,P5719,High,3606
U02474,TXN102474,North,2025-07-20,Electronics,6110.4,Failed,Pune,20,Free,2025-07-20 06:24:00,user2474@example.com,user2474,3055.2,S085,2,5,P5867,High,3216
U02475,TXN102475,South,2026-02-05,Books,12535.0,Pending,Mumbai,40,Basic,2026-02-05 10:59:00,user2475@example.com,user2475,2507.0,S045,5,0,P3621,Urgent,2507
U02476,TXN102476,East,2025-10-16,Electronics,11821.8,Completed,Mumbai,58,Free,2025-10-16 03:37:00,user2476@example.com,user2476,3940.6,S057,3,15,P9152,Urgent,4636
U02477,TXN102477,North,2026-01-04,Sports,13734.4,Refunded,Hyderabad,66,Free,2026-01-04 08:54:00,user2477@example.com,user2477,1716.8,S003,8,20,P1836,High,2146
U02478,TXN102478,South,2025-10-17,Home,8749.5,Failed,Mumbai,46,Premium,2025-10-17 17:22:00,user2478@example.com,user2478,1458.25,S034,6,5,P6265,Low,1535
U02479,TXN102479,South,2025-12-02,Books,34625.6,Failed,Mumbai,65,Premium,2025-12-02 09:33:00,user2479@example.com,user2479,4328.2,S075,8,5,P4116,High,4556
U02480,TXN102480,South,2025-01-04,Grocery,11241.6,Failed,Jaipur,68,Premium,2025-01-04 22:59:00,user2480@example.com,user2480,3747.2,S044,3,20,P3817,Low,4684
U02481,TXN102481,North,2026-01-06,Books,11788.2,Refunded,Delhi,47,Basic,2026-01-06 21:45:00,user2481@example.com,user2481,1964.7,S022,6,10,P8631,Urgent,2183
U02482,TXN102482,West,2025-10-13,Electronics,17252.0,Failed,Pune,23,Basic,2025-10-13 05:03:00,user2482@example.com,user2482,3450.4,S034,5,5,P9324,Urgent,3632
U02483,TXN102483,South,2025-02-22,Sports,28211.4,Pending,Mumbai,60,Premium,2025-02-22 09:51:00,user2483@example.com,user2483,4030.2,S007,7,10,P1424,Low,4478
U02484,TXN102484,East,2025-09-14,Electronics,5202.0,Failed,Chennai,65,Basic,2025-09-14 00:06:00,user2484@example.com,user2484,650.25,S066,8,25,P8308,Medium,867
U02485,TXN102485,South,2025-11-10,Fashion,14505.0,Refunded,Chennai,63,Free,2025-11-10 17:24:00,user2485@example.com,user2485,2901.0,S070,5,25,P9860,High,3868
U02486,TXN102486,West,2025-03-04,Fashion,22777.2,Refunded,Pune,54,Premium,2025-03-04 03:22:00,user2486@example.com,user2486,3796.2,S056,6,10,P2071,Urgent,4218
U02487,TXN102487,West,2025-10-21,Grocery,6536.0,Refunded,Bengaluru,53,Premium,2025-10-21 20:36:00,user2487@example.com,user2487,653.6,S051,10,5,P7822,Medium,688
U02488,TXN102488,South,2025-07-16,Home,980.4,Refunded,Pune,66,Basic,2025-07-16 13:04:00,user2488@example.com,user2488,980.4,S050,1,5,P3740,High,1032
U02489,TXN102489,West,2025-07-02,Sports,26397.6,Pending,Pune,68,Premium,2025-07-02 21:13:00,user2489@example.com,user2489,3299.7,S051,8,15,P5324,Medium,3882
U02490,TXN102490,West,2026-01-25,Fashion,12846.05,Refunded,Hyderabad,18,Premium,2026-01-25 04:38:00,user2490@example.com,user2490,1835.15,S044,7,15,P8403,Urgent,2159
U02491,TXN102491,West,2025-06-27,Fashion,24538.5,Refunded,Jaipur,45,Premium,2025-06-27 02:30:00,user2491@example.com,user2491,3505.5,S088,7,5,P3289,Medium,3690
U02492,TXN102492,North,2025-09-09,Grocery,20940.8,Completed,Pune,41,Basic,2025-09-09 07:56:00,user2492@example.com,user2492,2617.6,S032,8,20,P2160,High,3272
U02493,TXN102493,West,2025-10-07,Grocery,19437.0,Failed,Pune,29,Free,2025-10-07 01:40:00,user2493@example.com,user2493,3239.5,S022,6,5,P1428,Medium,3410
U02494,TXN102494,North,2025-10-19,Grocery,37813.95,Refunded,Chennai,38,Premium,2025-10-19 15:16:00,user2494@example.com,user2494,4201.55,S036,9,15,P9647,Low,4943
U02495,TXN102495,North,2025-01-09,Grocery,17808.0,Refunded,Jaipur,40,Basic,2025-01-09 00:50:00,user2495@example.com,user2495,2968.0,S013,6,20,P3359,Urgent,3710
U02496,TXN102496,West,2025-11-01,Grocery,14823.9,Completed,Bengaluru,25,Basic,2025-11-01 05:49:00,user2496@example.com,user2496,1647.1,S036,9,30,P5003,Medium,2353
U02497,TXN102497,South,2025-03-23,Books,26925.75,Completed,Kolkata,24,Free,2025-03-23 07:55:00,user2497@example.com,user2497,2991.75,S020,9,25,P9079,Medium,3989
U02498,TXN102498,West,2025-04-06,Grocery,2660.0,Refunded,Jaipur,60,Basic,2025-04-06 10:19:00,user2498@example.com,user2498,1330.0,S099,2,5,P5657,Urgent,1400
U02499,TXN102499,North,2025-03-09,Grocery,26767.2,Failed,Jaipur,27,Free,2025-03-09 17:33:00,user2499@example.com,user2499,4461.2,S065,6,5,P5609,Urgent,4696
U02500,TXN102500,South,2025-11-24,Fashion,6268.5,Pending,Kolkata,47,Premium,2025-11-24 22:49:00,user2500@example.com,user2500,1253.7,S055,5,30,P6711,Urgent,1791
U02501,TXN102501,East,2026-05-01,Books,1823.25,Pending,Delhi,67,Basic,2026-05-01 06:24:00,user2501@example.com,user2501,1823.25,S085,1,15,P4107,High,2145
U02502,TXN102502,East,2025-06-19,Home,6768.0,Refunded,Chennai,49,Free,2025-06-19 22:19:00,user2502@example.com,user2502,3384.0,S019,2,25,P8077,Medium,4512
U02503,TXN102503,East,2026-02-18,Books,9469.6,Completed,Jaipur,29,Premium,2026-02-18 00:18:00,user2503@example.com,user2503,1183.7,S063,8,5,P2867,High,1246
U02504,TXN102504,South,2026-03-12,Fashion,10234.0,Refunded,Hyderabad,19,Premium,2026-03-12 19:45:00,user2504@example.com,user2504,2046.8,S044,5,15,P7873,High,2408
U02505,TXN102505,West,2026-03-07,Sports,18576.0,Pending,Bengaluru,55,Basic,2026-03-07 01:30:00,user2505@example.com,user2505,2064.0,S082,9,0,P8132,High,2064
U02506,TXN102506,East,2025-11-21,Electronics,34160.0,Refunded,Delhi,22,Free,2025-11-21 16:50:00,user2506@example.com,user2506,3416.0,S034,10,30,P2673,Medium,4880
U02507,TXN102507,East,2025-03-20,Sports,3000.0,Refunded,Pune,69,Free,2025-03-20 18:48:00,user2507@example.com,user2507,750.0,S011,4,25,P1414,High,1000
U02508,TXN102508,South,2025-05-11,Home,20010.0,Completed,Bengaluru,36,Premium,2025-05-11 15:53:00,user2508@example.com,user2508,2001.0,S050,10,25,P5686,Urgent,2668
U02509,TXN102509,West,2025-06-03,Home,5642.3,Completed,Jaipur,67,Free,2025-06-03 11:51:00,user2509@example.com,user2509,2821.15,S047,2,15,P8772,Low,3319
U02510,TXN102510,North,2026-04-03,Sports,12858.75,Completed,Chennai,45,Basic,2026-04-03 07:43:00,user2510@example.com,user2510,1428.75,S084,9,25,P8911,Medium,1905
U02511,TXN102511,West,2026-01-04,Books,2660.0,Failed,Kolkata,63,Basic,2026-01-04 21:24:00,user2511@example.com,user2511,1330.0,S067,2,30,P5203,High,1900
U02512,TXN102512,West,2025-04-15,Home,1170.0,Refunded,Bengaluru,35,Premium,2025-04-15 22:47:00,user2512@example.com,user2512,234.0,S011,5,25,P5613,Low,312
U02513,TXN102513,East,2025-05-15,Grocery,14616.0,Pending,Delhi,34,Free,2025-05-15 12:45:00,user2513@example.com,user2513,3654.0,S035,4,10,P9255,High,4060
U02514,TXN102514,North,2025-02-10,Sports,413.1,Completed,Hyderabad,22,Premium,2025-02-10 22:06:00,user2514@example.com,user2514,413.1,S065,1,15,P1868,Low,486
U02515,TXN102515,South,2025-03-31,Sports,7908.0,Pending,Hyderabad,54,Basic,2025-03-31 04:15:00,user2515@example.com,user2515,1581.6,S075,5,20,P1409,High,1977
