userid,transaction,region,transaction_date,product_category,total_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price,final_price
U02788,TXN102788,North,2025-12-07,Sports,10268.0,Completed,Jaipur,53,Basic,2025-12-07 00:58:00,user2788@example.com,user2788,1026.8,S019,10,15,P6620,Urgent,1208.0,1425.44
U02789,TXN102789,North,2025-03-29,Grocery,873.8,Pending,Pune,59,Free,2025-03-29 04:40:00,user2789@example.com,user2789,873.8,S005,1,15,P7894,Medium,1028.0,1213.04
U02790,TXN102790,East,2026-04-13,Electronics,43425.0,Refunded,Pune,40,Free,2026-04-13 23:40:00,user2790@example.com,user2790,4825.0,S032,9,0,P4580,Low,4825.0,5693.5
U02791,TXN102791,West,2025-12-19,Grocery,2913.0,Pending,Delhi,27,Premium,2025-12-19 23:09:00,user2791@example.com,user2791,1456.5,S059,2,25,P2254,Urgent,1942.0,2291.56
U02792,TXN102792,South,2025-04-09,Sports,18351.0,Failed,Hyderabad,70,Basic,2025-04-09 05:41:00,user2792@example.com,user2792,3670.2,S095,5,10,P7564,Low,4078.0,4812.04
U02793,TXN102793,South,2025-05-03,Sports,2146.2,Pending,Kolkata,40,Premium,2025-05-03 07:52:00,user2793@example.com,user2793,2146.2,S014,1,30,P4393,Urgent,3066.0,3617.88
U02794,TXN102794,East,2026-04-18,Sports,3280.2,Failed,Kolkata,35,Free,2026-04-18 05:35:00,user2794@example.com,user2794,3280.2,S084,1,30,P6492,Urgent,4686.0,5529.48
U02795,TXN102795,South,2025-07-14,Electronics,13576.0,Refunded,Pune,20,Free,2025-07-14 00:30:00,user2795@example.com,user2795,1697.0,S078,8,0,P6039,High,1697.0,2002.46
U02796,TXN102796,North,2025-04-06,Electronics,11740.8,Refunded,Jaipur,53,Free,2025-04-06 18:29:00,user2796@example.com,user2796,3913.6,S041,3,20,P8098,Urgent,4892.0,5772.56
U02797,TXN102797,West,2026-03-10,Sports,15651.0,Failed,Mumbai,33,Free,2026-03-10 19:40:00,user2797@example.com,user2797,1565.1,S007,10,10,P7941,Urgent,1739.0,2052.02
U02798,TXN102798,West,2025-12-05,Books,906.5,Failed,Jaipur,41,Basic,2025-12-05 01:40:00,user2798@example.com,user2798,906.5,S088,1,30,P9101,Urgent,1295.0,1528.1
U02799,TXN102799,South,2026-03-01,Books,5808.0,Refunded,Hyderabad,68,Basic,2026-03-01 08:35:00,user2799@example.com,user2799,726.0,S076,8,0,P4025,High,726.0,856.68
U02800,TXN102800,North,2025-06-02,Home,1695.0,Refunded,Delhi,55,Basic,2025-06-02 08:14:00,user2800@example.com,user2800,423.75,S098,4,25,P4054,Urgent,565.0,666.7
U02801,TXN102801,South,2025-10-13,Grocery,25004.0,Failed,Jaipur,20,Free,2025-10-13 01:24:00,user2801@example.com,user2801,3572.0,S014,7,20,P7963,Medium,4465.0,5268.7
U02802,TXN102802,East,2025-12-14,Home,5699.2,Failed,Delhi,43,Basic,2025-12-14 15:50:00,user2802@example.com,user2802,1424.8,S044,4,20,P3252,Medium,1781.0,2101.58
U02803,TXN102803,North,2025-08-27,Books,2867.25,Completed,Kolkata,61,Basic,2025-08-27 15:04:00,user2803@example.com,user2803,2867.25,S056,1,25,P6561,Urgent,3823.0,4511.14
U02804,TXN102804,South,2025-12-08,Sports,9545.0,Completed,Hyderabad,23,Free,2025-12-08 02:46:00,user2804@example.com,user2804,1909.0,S007,5,0,P1795,Urgent,1909.0,2252.62
U02805,TXN102805,North,2025-07-10,Sports,14078.4,Pending,Chennai,30,Premium,2025-07-10 18:25:00,user2805@example.com,user2805,1759.8,S050,8,30,P7455,Medium,2514.0,2966.52
U02806,TXN102806,North,2025-12-19,Fashion,17430.0,Refunded,Chennai,46,Free,2025-12-19 19:18:00,user2806@example.com,user2806,1743.0,S071,10,25,P8275,Medium,2324.0,2742.32
U02807,TXN102807,North,2025-12-02,Home,6325.2,Refunded,Hyderabad,24,Premium,2025-12-02 12:48:00,user2807@example.com,user2807,1581.3,S094,4,30,P8930,Urgent,2259.0,2665.62
U02808,TXN102808,South,2025-08-23,Electronics,16101.4,Failed,Mumbai,64,Free,2025-08-23 15:41:00,user2808@example.com,user2808,2300.2,S082,7,30,P7049,High,3286.0,3877.48
U02809,TXN102809,East,2025-12-22,Books,23945.25,Failed,Pune,58,Premium,2025-12-22 01:03:00,user2809@example.com,user2809,3420.75,S001,7,25,P5575,High,4561.0,5381.98
U02810,TXN102810,North,2025-09-25,Electronics,22245.3,Completed,Jaipur,47,Free,2025-09-25 00:05:00,user2810@example.com,user2810,3177.9,S068,7,10,P1628,Medium,3531.0,4166.58
U02811,TXN102811,East,2026-03-03,Home,16150.4,Pending,Chennai,51,Premium,2026-03-03 18:05:00,user2811@example.com,user2811,2307.2,S072,7,30,P1513,Medium,3296.0,3889.28
U02812,TXN102812,West,2025-08-03,Home,8811.25,Refunded,Hyderabad,27,Basic,2025-08-03 15:50:00,user2812@example.com,user2812,1258.75,S096,7,5,P4215,Urgent,1325.0,1563.5
U02813,TXN102813,East,2026-01-28,Books,19695.2,Failed,Pune,70,Basic,2026-01-28 12:30:00,user2813@example.com,user2813,2461.9,S028,8,30,P3885,Low,3517.0,4150.06
U02814,TXN102814,East,2025-03-12,Grocery,21896.0,Pending,Pune,58,Premium,2025-03-12 03:27:00,user2814@example.com,user2814,2189.6,S043,10,30,P8498,Urgent,3128.0,3691.04
U02815,TXN102815,South,2026-04-15,Electronics,5525.0,Pending,Jaipur,21,Premium,2026-04-15 03:48:00,user2815@example.com,user2815,2762.5,S077,2,15,P4036,Medium,3250.0,3835.0
U02816,TXN102816,South,2025-08-16,Books,1312.2,Pending,Hyderabad,29,Free,2025-08-16 08:48:00,user2816@example.com,user2816,1312.2,S038,1,10,P6928,Medium,1458.0,1720.44
U02817,TXN102817,East,2026-02-20,Home,6375.0,Pending,Pune,25,Premium,2026-02-20 11:37:00,user2817@example.com,user2817,1275.0,S029,5,15,P3145,High,1500.0,1770.0
U02818,TXN102818,North,2026-02-01,Books,5777.9,Pending,Mumbai,50,Free,2026-02-01 18:43:00,user2818@example.com,user2818,2888.95,S058,2,5,P4189,Medium,3041.0,3588.38
U02819,TXN102819,North,2025-12-29,Fashion,12796.0,Completed,Chennai,64,Basic,2025-12-29 02:44:00,user2819@example.com,user2819,3199.0,S065,4,30,P6025,High,4570.0,5392.6
U02820,TXN102820,East,2026-02-06,Home,9517.5,Failed,Delhi,48,Free,2026-02-06 20:56:00,user2820@example.com,user2820,1057.5,S091,9,25,P7735,Urgent,1410.0,1663.8
U02821,TXN102821,North,2025-08-29,Grocery,607.6,Failed,Mumbai,70,Premium,2025-08-29 10:23:00,user2821@example.com,user2821,607.6,S019,1,30,P7148,High,868.0,1024.24
U02822,TXN102822,East,2026-04-23,Electronics,7085.1,Refunded,Chennai,59,Premium,2026-04-23 12:44:00,user2822@example.com,user2822,2361.7,S078,3,5,P9267,Medium,2486.0,2933.48
U02823,TXN102823,North,2025-02-08,Electronics,17847.9,Pending,Kolkata,69,Basic,2025-02-08 16:57:00,user2823@example.com,user2823,1983.1,S081,9,30,P3423,Urgent,2833.0,3342.94
U02824,TXN102824,South,2025-07-17,Electronics,12906.0,Failed,Bengaluru,67,Premium,2025-07-17 20:54:00,user2824@example.com,user2824,2581.2,S017,5,10,P9797,High,2868.0,3384.24
U02825,TXN102825,East,2025-08-12,Grocery,3244.5,Completed,Kolkata,30,Free,2025-08-12 21:38:00,user2825@example.com,user2825,648.9,S083,5,30,P8185,Medium,927.0,1093.86
U02826,TXN102826,North,2026-03-24,Home,14935.2,Failed,Jaipur,36,Basic,2026-03-24 19:21:00,user2826@example.com,user2826,2133.6,S077,7,30,P9715,Low,3048.0,3596.64
U02827,TXN102827,North,2025-04-12,Books,7156.8,Refunded,Chennai,48,Free,2025-04-12 06:39:00,user2827@example.com,user2827,795.2,S034,9,20,P3694,High,994.0,1172.92
U02828,TXN102828,North,2025-11-11,Electronics,8239.9,Refunded,Chennai,18,Premium,2025-11-11 10:03:00,user2828@example.com,user2828,4119.95,S028,2,15,P9172,Urgent,4847.0,5719.46
U02829,TXN102829,East,2025-10-28,Electronics,15779.4,Refunded,Bengaluru,52,Premium,2025-10-28 23:09:00,user2829@example.com,user2829,2254.2,S039,7,15,P5629,Medium,2652.0,3129.36
U02830,TXN102830,West,2025-08-08,Fashion,24040.8,Failed,Chennai,49,Basic,2025-08-08 16:20:00,user2830@example.com,user2830,4006.8,S070,6,10,P2898,Urgent,4452.0,5253.36
U02831,TXN102831,East,2025-04-25,Electronics,28462.5,Completed,Mumbai,56,Basic,2025-04-25 23:53:00,user2831@example.com,user2831,2846.25,S065,10,25,P4601,Urgent,3795.0,4478.1
U02832,TXN102832,West,2025-07-02,Electronics,3915.9,Completed,Hyderabad,57,Premium,2025-07-02 16:03:00,user2832@example.com,user2832,1305.3,S090,3,5,P7344,High,1374.0,1621.32
U02833,TXN102833,West,2026-04-13,Electronics,17392.5,Pending,Mumbai,31,Free,2026-04-13 16:23:00,user2833@example.com,user2833,3478.5,S029,5,10,P2740,High,3865.0,4560.7
U02834,TXN102834,North,2025-07-05,Grocery,3032.0,Refunded,Bengaluru,35,Free,2025-07-05 19:05:00,user2834@example.com,user2834,758.0,S016,4,0,P9866,Medium,758.0,894.44
U02835,TXN102835,East,2025-12-25,Fashion,7070.85,Pending,Pune,50,Basic,2025-12-25 05:01:00,user2835@example.com,user2835,785.65,S017,9,5,P1924,Urgent,827.0,975.86
U02836,TXN102836,South,2025-04-03,Books,3069.0,Failed,Mumbai,33,Free,2025-04-03 00:38:00,user2836@example.com,user2836,306.9,S008,10,10,P8081,Low,341.0,402.38
U02837,TXN102837,North,2025-03-06,Books,17224.2,Failed,Hyderabad,41,Free,2025-03-06 17:14:00,user2837@example.com,user2837,1913.8,S006,9,30,P4831,Low,2734.0,3226.12
U02838,TXN102838,West,2025-07-30,Grocery,6459.6,Refunded,Hyderabad,32,Free,2025-07-30 13:04:00,user2838@example.com,user2838,1614.9,S089,4,30,P4186,Low,2307.0,2722.26
U02839,TXN102839,West,2025-12-11,Books,2652.0,Failed,Kolkata,18,Premium,2025-12-11 09:07:00,user2839@example.com,user2839,331.5,S008,8,25,P7944,High,442.0,521.56
U02840,TXN102840,West,2025-08-13,Grocery,2971.6,Pending,Mumbai,35,Basic,2025-08-13 05:28:00,user2840@example.com,user2840,2971.6,S036,1,15,P2140,Urgent,3496.0,4125.28
U02841,TXN102841,East,2026-03-20,Fashion,5628.0,Failed,Hyderabad,36,Free,2026-03-20 18:25:00,user2841@example.com,user2841,1407.0,S053,4,25,P5815,High,1876.0,2213.68
U02842,TXN102842,South,2025-05-08,Fashion,23001.3,Refunded,Mumbai,25,Premium,2025-05-08 17:45:00,user2842@example.com,user2842,2555.7,S063,9,30,P3819,High,3651.0,4308.18
U02843,TXN102843,North,2025-10-15,Books,15785.0,Refunded,Mumbai,45,Free,2025-10-15 03:08:00,user2843@example.com,user2843,2255.0,S051,7,0,P8762,High,2255.0,2660.9
U02844,TXN102844,West,2026-01-15,Grocery,17111.4,Pending,Kolkata,22,Basic,2026-01-15 21:45:00,user2844@example.com,user2844,4277.85,S094,4,5,P9409,Urgent,4503.0,5313.54
U02845,TXN102845,South,2025-05-21,Books,10745.7,Refunded,Delhi,70,Premium,2025-05-21 03:15:00,user2845@example.com,user2845,3581.9,S076,3,15,P4642,High,4214.0,4972.52
U02846,TXN102846,North,2025-01-19,Electronics,8964.0,Pending,Bengaluru,35,Free,2025-01-19 02:15:00,user2846@example.com,user2846,996.0,S020,9,20,P8334,Low,1245.0,1469.1
U02847,TXN102847,North,2025-10-27,Books,25704.0,Pending,Pune,41,Basic,2025-10-27 22:45:00,user2847@example.com,user2847,2856.0,S058,9,0,P1921,Medium,2856.0,3370.08
U02848,TXN102848,North,2025-03-26,Grocery,3880.8,Refunded,Jaipur,61,Basic,2025-03-26 03:44:00,user2848@example.com,user2848,970.2,S029,4,10,P6222,Low,1078.0,1272.04
U02849,TXN102849,North,2026-01-16,Grocery,5221.2,Failed,Hyderabad,49,Free,2026-01-16 12:52:00,user2849@example.com,user2849,1305.3,S065,4,5,P8513,Medium,1374.0,1621.32
U02850,TXN102850,South,2025-09-04,Books,18093.6,Completed,Pune,63,Free,2025-09-04 04:34:00,user2850@example.com,user2850,2584.8,S052,7,10,P1997,Low,2872.0,3388.96
U02851,TXN102851,East,2025-09-28,Sports,5278.5,Completed,Jaipur,51,Basic,2025-09-28 20:31:00,user2851@example.com,user2851,1759.5,S063,3,15,P7892,Medium,2070.0,2442.6
U02852,TXN102852,West,2025-04-17,Fashion,3411.0,Pending,Kolkata,21,Basic,2025-04-17 08:36:00,user2852@example.com,user2852,3411.0,S065,1,25,P1335,Low,4548.0,5366.64
U02853,TXN102853,East,2025-12-14,Grocery,9544.5,Failed,Bengaluru,65,Free,2025-12-14 00:51:00,user2853@example.com,user2853,3181.5,S027,3,25,P4135,Low,4242.0,5005.56
U02854,TXN102854,North,2025-06-03,Fashion,3492.0,Refunded,Chennai,32,Premium,2025-06-03 11:57:00,user2854@example.com,user2854,1746.0,S058,2,25,P4279,Medium,2328.0,2747.04
U02855,TXN102855,North,2026-01-07,Electronics,7231.8,Refunded,Pune,40,Premium,2026-01-07 03:45:00,user2855@example.com,user2855,1205.3,S049,6,15,P7211,High,1418.0,1673.24
U02856,TXN102856,East,2025-07-24,Electronics,3988.0,Failed,Mumbai,53,Premium,2025-07-24 10:02:00,user2856@example.com,user2856,997.0,S098,4,0,P3143,High,997.0,1176.46
U02857,TXN102857,West,2025-01-25,Grocery,32150.0,Failed,Delhi,66,Free,2025-01-25 12:23:00,user2857@example.com,user2857,3215.0,S009,10,0,P8886,Low,3215.0,3793.7
U02858,TXN102858,South,2025-06-10,Books,10698.1,Completed,Pune,60,Premium,2025-06-10 17:28:00,user2858@example.com,user2858,1528.3,S069,7,15,P4704,Low,1798.0,2121.64
U02859,TXN102859,East,2025-12-27,Home,44630.0,Completed,Pune,19,Basic,2025-12-27 05:46:00,user2859@example.com,user2859,4463.0,S073,10,0,P9181,Urgent,4463.0,5266.34
U02860,TXN102860,North,2026-04-18,Home,11781.0,Refunded,Pune,44,Premium,2026-04-18 08:22:00,user2860@example.com,user2860,2945.25,S096,4,15,P9964,Low,3465.0,4088.7
U02861,TXN102861,West,2025-01-14,Home,21778.4,Completed,Mumbai,35,Free,2025-01-14 19:45:00,user2861@example.com,user2861,3111.2,S067,7,20,P2744,Urgent,3889.0,4589.02
U02862,TXN102862,South,2025-03-03,Books,7764.75,Completed,Delhi,51,Basic,2025-03-03 23:30:00,user2862@example.com,user2862,2588.25,S053,3,15,P6238,Medium,3045.0,3593.1
U02863,TXN102863,West,2026-03-06,Books,1403.15,Refunded,Bengaluru,34,Premium,2026-03-06 18:02:00,user2863@example.com,user2863,1403.15,S077,1,5,P2529,Medium,1477.0,1742.86
U02864,TXN102864,West,2025-08-10,Sports,5051.25,Completed,Chennai,20,Basic,2025-08-10 16:36:00,user2864@example.com,user2864,1010.25,S081,5,25,P6733,Low,1347.0,1589.46
U02865,TXN102865,East,2026-03-17,Home,17545.5,Refunded,Bengaluru,25,Basic,2026-03-17 00:26:00,user2865@example.com,user2865,2506.5,S091,7,25,P4329,Low,3342.0,3943.56
U02866,TXN102866,South,2025-04-21,Electronics,17104.5,Refunded,Delhi,68,Premium,2025-04-21 10:01:00,user2866@example.com,user2866,2443.5,S042,7,25,P5955,Medium,3258.0,3844.44
U02867,TXN102867,East,2025-05-06,Electronics,47452.5,Pending,Kolkata,24,Basic,2025-05-06 17:18:00,user2867@example.com,user2867,4745.25,S078,10,5,P3574,High,4995.0,5894.1
U02868,TXN102868,South,2025-09-24,Fashion,1209.0,Completed,Delhi,59,Basic,2025-09-24 21:44:00,user2868@example.com,user2868,302.25,S051,4,25,P1749,Medium,403.0,475.54
U02869,TXN102869,East,2025-07-20,Sports,24564.0,Failed,Hyderabad,33,Premium,2025-07-20 05:28:00,user2869@example.com,user2869,4094.0,S003,6,0,P9008,High,4094.0,4830.92
U02870,TXN102870,West,2025-05-05,Fashion,1499.4,Failed,Mumbai,29,Basic,2025-05-05 13:42:00,user2870@example.com,user2870,1499.4,S052,1,10,P5128,High,1666.0,1965.88
U02871,TXN102871,West,2025-07-15,Books,2304.75,Pending,Delhi,21,Premium,2025-07-15 13:12:00,user2871@example.com,user2871,2304.75,S067,1,25,P1143,Urgent,3073.0,3626.14
U02872,TXN102872,North,2025-05-04,Sports,12813.0,Refunded,Hyderabad,29,Basic,2025-05-04 18:41:00,user2872@example.com,user2872,4271.0,S066,3,0,P6357,Urgent,4271.0,5039.78
U02873,TXN102873,North,2025-07-11,Fashion,3553.0,Refunded,Mumbai,42,Basic,2025-07-11 16:50:00,user2873@example.com,user2873,3553.0,S007,1,15,P9265,Medium,4180.0,4932.4
U02874,TXN102874,South,2025-09-20,Fashion,27966.4,Refunded,Delhi,53,Basic,2025-09-20 05:25:00,user2874@example.com,user2874,3495.8,S094,8,30,P6246,Low,4994.0,5892.92
U02875,TXN102875,South,2025-01-21,Grocery,11859.2,Refunded,Bengaluru,54,Free,2025-01-21 19:27:00,user2875@example.com,user2875,1482.4,S009,8,20,P1108,Low,1853.0,2186.54
U02876,TXN102876,North,2026-02-04,Electronics,1755.0,Failed,Jaipur,26,Premium,2026-02-04 10:23:00,user2876@example.com,user2876,1755.0,S007,1,10,P1881,Low,1950.0,2301.0
U02877,TXN102877,South,2025-05-28,Fashion,5644.9,Pending,Jaipur,35,Premium,2025-05-28 09:15:00,user2877@example.com,user2877,2822.45,S051,2,5,P1164,Urgent,2971.0,3505.78
U02878,TXN102878,South,2025-07-01,Grocery,17310.9,Pending,Jaipur,22,Free,2025-07-01 02:57:00,user2878@example.com,user2878,2885.15,S056,6,5,P7549,Medium,3037.0,3583.66
U02879,TXN102879,North,2025-11-06,Books,13140.0,Failed,Chennai,52,Premium,2025-11-06 12:57:00,user2879@example.com,user2879,2628.0,S040,5,10,P7590,Medium,2920.0,3445.6
U02880,TXN102880,South,2025-06-17,Electronics,3164.0,Failed,Chennai,68,Basic,2025-06-17 16:24:00,user2880@example.com,user2880,791.0,S071,4,30,P7692,High,1130.0,1333.4
U02881,TXN102881,South,2026-02-22,Sports,4580.0,Failed,Chennai,54,Premium,2026-02-22 01:51:00,user2881@example.com,user2881,916.0,S002,5,20,P8580,High,1145.0,1351.1
U02882,TXN102882,East,2025-01-05,Fashion,20338.8,Completed,Chennai,46,Basic,2025-01-05 10:41:00,user2882@example.com,user2882,3389.8,S070,6,15,P4246,Urgent,3988.0,4705.84
U02883,TXN102883,West,2025-09-04,Electronics,6566.4,Failed,Jaipur,33,Premium,2025-09-04 18:22:00,user2883@example.com,user2883,729.6,S010,9,5,P8321,Urgent,768.0,906.24
U02884,TXN102884,West,2026-01-11,Home,3909.6,Pending,Bengaluru,64,Basic,2026-01-11 23:53:00,user2884@example.com,user2884,651.6,S034,6,10,P2716,High,724.0,854.32
U02885,TXN102885,North,2025-07-19,Sports,17536.5,Completed,Pune,63,Premium,2025-07-19 13:50:00,user2885@example.com,user2885,1948.5,S074,9,25,P5397,Low,2598.0,3065.64
U02886,TXN102886,North,2026-02-03,Grocery,14053.2,Pending,Delhi,56,Premium,2026-02-03 15:18:00,user2886@example.com,user2886,2342.2,S080,6,30,P2474,Low,3346.0,3948.28
U02887,TXN102887,East,2026-02-20,Fashion,2687.4,Failed,Delhi,69,Premium,2026-02-20 04:47:00,user2887@example.com,user2887,2687.4,S070,1,10,P7352,High,2986.0,3523.48
U02888,TXN102888,West,2026-03-16,Grocery,27483.05,Refunded,Chennai,49,Free,2026-03-16 03:38:00,user2888@example.com,user2888,3926.15,S013,7,15,P7234,Urgent,4619.0,5450.42
U02889,TXN102889,South,2025-03-02,Books,9082.0,Pending,Bengaluru,21,Basic,2025-03-02 03:00:00,user2889@example.com,user2889,908.2,S092,10,5,P6773,Medium,956.0,1128.08
U02890,TXN102890,West,2025-08-05,Grocery,5736.0,Refunded,Hyderabad,26,Basic,2025-08-05 19:53:00,user2890@example.com,user2890,2868.0,S095,2,0,P4580,Low,2868.0,3384.24
U02891,TXN102891,North,2026-04-24,Grocery,9855.75,Pending,Delhi,39,Basic,2026-04-24 11:26:00,user2891@example.com,user2891,1971.15,S055,5,15,P9201,High,2319.0,2736.42
U02892,TXN102892,North,2026-04-16,Electronics,2640.4,Pending,Delhi,70,Free,2026-04-16 02:53:00,user2892@example.com,user2892,1320.2,S058,2,30,P4718,Medium,1886.0,2225.48
U02893,TXN102893,East,2025-08-30,Home,21945.6,Pending,Hyderabad,46,Basic,2025-08-30 03:30:00,user2893@example.com,user2893,2743.2,S095,8,20,P7318,Low,3429.0,4046.22
U02894,TXN102894,South,2025-10-21,Grocery,9873.6,Refunded,Delhi,46,Free,2025-10-21 18:30:00,user2894@example.com,user2894,1645.6,S046,6,15,P6580,Medium,1936.0,2284.48
U02895,TXN102895,West,2025-06-08,Books,29303.75,Completed,Kolkata,69,Free,2025-06-08 14:28:00,user2895@example.com,user2895,4186.25,S085,7,15,P6985,High,4925.0,5811.5
U02896,TXN102896,West,2025-07-10,Fashion,37417.0,Refunded,Pune,42,Basic,2025-07-10 00:37:00,user2896@example.com,user2896,3741.7,S002,10,15,P9951,Urgent,4402.0,5194.36
U02897,TXN102897,East,2026-01-31,Sports,16890.0,Failed,Mumbai,40,Premium,2026-01-31 10:06:00,user2897@example.com,user2897,1689.0,S032,10,25,P9409,Medium,2252.0,2657.36
U02898,TXN102898,North,2026-03-19,Books,40920.3,Completed,Jaipur,30,Free,2026-03-19 05:54:00,user2898@example.com,user2898,4546.7,S063,9,5,P1674,Medium,4786.0,5647.48
U02899,TXN102899,North,2025-12-16,Sports,4564.8,Completed,Jaipur,45,Basic,2025-12-16 09:57:00,user2899@example.com,user2899,2282.4,S066,2,20,P7511,Low,2853.0,3366.54
U02900,TXN102900,East,2026-02-23,Electronics,6696.0,Completed,Delhi,41,Basic,2026-02-23 14:43:00,user2900@example.com,user2900,2232.0,S078,3,0,P6422,Low,2232.0,2633.76
U02901,TXN102901,South,2026-03-06,Sports,14832.0,Refunded,Bengaluru,31,Premium,2026-03-06 16:04:00,user2901@example.com,user2901,3708.0,S097,4,20,P8501,Medium,4635.0,5469.3
U02902,TXN102902,South,2025-10-15,Grocery,4183.2,Pending,Jaipur,68,Premium,2025-10-15 18:51:00,user2902@example.com,user2902,2091.6,S021,2,10,P3714,High,2324.0,2742.32
U02903,TXN102903,South,2025-05-27,Sports,5620.8,Failed,Delhi,43,Premium,2025-05-27 11:35:00,user2903@example.com,user2903,2810.4,S037,2,20,P2041,Medium,3513.0,4145.34
U02904,TXN102904,South,2025-06-10,Fashion,5854.8,Failed,Pune,44,Free,2025-06-10 15:58:00,user2904@example.com,user2904,2927.4,S065,2,15,P9358,Urgent,3444.0,4063.92
U02905,TXN102905,South,2026-02-26,Home,4536.0,Pending,Hyderabad,51,Basic,2026-02-26 16:04:00,user2905@example.com,user2905,504.0,S016,9,0,P2125,Low,504.0,594.72
U02906,TXN102906,East,2025-06-10,Sports,9118.8,Failed,Kolkata,35,Premium,2025-06-10 12:35:00,user2906@example.com,user2906,1519.8,S043,6,15,P5715,High,1788.0,2109.84
U02907,TXN102907,South,2025-10-28,Sports,4354.8,Pending,Mumbai,67,Basic,2025-10-28 03:24:00,user2907@example.com,user2907,4354.8,S066,1,5,P1319,High,4584.0,5409.12
U02908,TXN102908,North,2025-11-09,Fashion,3935.5,Pending,Jaipur,51,Free,2025-11-09 16:57:00,user2908@example.com,user2908,3935.5,S027,1,15,P6742,High,4630.0,5463.4
U02909,TXN102909,West,2025-02-10,Home,5475.8,Pending,Hyderabad,57,Premium,2025-02-10 12:00:00,user2909@example.com,user2909,2737.9,S086,2,5,P8471,Urgent,2882.0,3400.76
U02910,TXN102910,South,2025-02-20,Electronics,10903.8,Completed,Jaipur,65,Free,2025-02-20 23:34:00,user2910@example.com,user2910,1817.3,S064,6,15,P6081,Low,2138.0,2522.84
U02911,TXN102911,North,2026-03-31,Sports,5880.0,Completed,Pune,20,Free,2026-03-31 06:15:00,user2911@example.com,user2911,2940.0,S090,2,0,P4261,Low,2940.0,3469.2
U02912,TXN102912,East,2025-05-12,Home,13812.0,Failed,Kolkata,55,Free,2025-05-12 23:39:00,user2912@example.com,user2912,2302.0,S046,6,0,P5275,Low,2302.0,2716.36
U02913,TXN102913,East,2026-03-06,Grocery,12117.6,Completed,Kolkata,26,Basic,2026-03-06 22:15:00,user2913@example.com,user2913,1346.4,S095,9,15,P5649,Medium,1584.0,1869.12
U02914,TXN102914,North,2026-01-31,Home,4878.0,Failed,Bengaluru,57,Basic,2026-01-31 14:18:00,user2914@example.com,user2914,2439.0,S026,2,25,P5946,Low,3252.0,3837.36
U02915,TXN102915,West,2025-06-10,Sports,20115.0,Pending,Mumbai,27,Premium,2025-06-10 02:15:00,user2915@example.com,user2915,2235.0,S049,9,25,P1837,High,2980.0,3516.4
U02916,TXN102916,South,2025-02-13,Electronics,20288.0,Completed,Kolkata,46,Free,2025-02-13 12:10:00,user2916@example.com,user2916,2536.0,S064,8,20,P8097,Low,3170.0,3740.6
U02917,TXN102917,West,2025-02-10,Home,8415.0,Pending,Delhi,66,Free,2025-02-10 23:24:00,user2917@example.com,user2917,841.5,S049,10,10,P6778,Low,935.0,1103.3
U02918,TXN102918,North,2025-04-09,Electronics,29198.25,Pending,Chennai,31,Free,2025-04-09 16:21:00,user2918@example.com,user2918,3244.25,S024,9,5,P1754,Medium,3415.0,4029.7
U02919,TXN102919,West,2025-02-11,Sports,2179.4,Refunded,Mumbai,18,Basic,2025-02-11 08:38:00,user2919@example.com,user2919,1089.7,S035,2,15,P8966,Medium,1282.0,1512.76
U02920,TXN102920,North,2025-08-13,Books,708.75,Pending,Jaipur,43,Premium,2025-08-13 06:29:00,user2920@example.com,user2920,708.75,S061,1,25,P2302,Low,945.0,1115.1
U02921,TXN102921,North,2026-03-10,Sports,12772.75,Completed,Chennai,33,Premium,2026-03-10 12:23:00,user2921@example.com,user2921,2554.55,S037,5,5,P8161,Urgent,2689.0,3173.02
U02922,TXN102922,West,2025-03-06,Home,117.8,Failed,Pune,47,Premium,2025-03-06 13:14:00,user2922@example.com,user2922,117.8,S099,1,5,P3263,Low,124.0,146.32
U02923,TXN102923,West,2025-11-01,Home,10496.25,Refunded,Pune,18,Free,2025-11-01 10:48:00,user2923@example.com,user2923,1166.25,S054,9,25,P8729,Low,1555.0,1834.9
U02924,TXN102924,East,2025-09-05,Home,599.25,Refunded,Kolkata,19,Free,2025-09-05 17:48:00,user2924@example.com,user2924,599.25,S050,1,25,P2113,Low,799.0,942.82
U02925,TXN102925,West,2025-09-15,Sports,4953.3,Completed,Kolkata,26,Basic,2025-09-15 08:07:00,user2925@example.com,user2925,825.55,S046,6,5,P4813,Medium,869.0,1025.42
U02926,TXN102926,East,2025-05-23,Electronics,3259.9,Refunded,Bengaluru,30,Basic,2025-05-23 12:27:00,user2926@example.com,user2926,3259.9,S093,1,30,P9541,Medium,4657.0,5495.26
U02927,TXN102927,South,2025-10-28,Fashion,490.2,Refunded,Bengaluru,61,Free,2025-10-28 12:04:00,user2927@example.com,user2927,490.2,S016,1,5,P7272,Medium,516.0,608.88
U02928,TXN102928,North,2025-01-25,Electronics,5467.5,Refunded,Delhi,62,Basic,2025-01-25 04:03:00,user2928@example.com,user2928,1093.5,S029,5,10,P5553,Medium,1215.0,1433.7
U02929,TXN102929,East,2025-03-24,Grocery,10648.8,Completed,Bengaluru,30,Premium,2025-03-24 08:32:00,user2929@example.com,user2929,3549.6,S050,3,10,P9275,Low,3944.0,4653.92
